,username,mentionedUsers
3309,GilesLtd,[]
3310,mrgajones,['profdanhicks']
3311,ARISEtv,[]
3312,KaMeLPullin,"['aliterative', 'KirstyWebeck']"
3313,ARISEtv,[]
3314,archaeologyash,['profdanhicks']
3315,CathyHickley,"['benlukeart', 'profdanhicks', 'TheArtNewspaper']"
3316,ARISEtv,['OjyOkpe']
3317,WellHerePod,[]
3318,ArtsJournalNews,[]
3319,RGMarthistorian,['profdanhicks']
3320,EKorinth,"['AA_Kultur', 'BundesKultur', 'kulturSPK']"
3321,RKCasting,['BBCSounds']
3322,aberdeenuni,[]
3323,uoacollections,[]
3324,mlnangalama,['perilofafrica']
3325,LatestN72062740,[]
3326,TheresiaBauer,['LindenMuseum']
3327,Blacksregion,[]
3328,olumidagreat,"['NGRPresident', 'beninbronzes', 'globalfinanci14']"
3329,vladduthiersCBS,[]
3330,DecolonialUCD,[]
3331,gospel_Rx,['MobilePunch']
3332,OlumoRocktv,[]
3333,EPIAfrica,[]
3334,isaskazka,[]
3335,Dani_rev_Wong,[]
3336,BarnabyPhillips,[]
3337,ClaudiaAnzani,[]
3338,AHiScharity,[]
3339,thegamepundit,[]
3340,nig24news,[]
3341,cgartadvisory,[]
3342,truthwisdom801,[]
3343,TheAfricaReport,[]
3344,FINOkoye,[]
3345,sbrackenborough,[]
3346,denis_tull,[]
3347,GUnrecht,"['skdmuseum', 'OBAPALACEBENlN', 'YusufTuggar', 'LVanmensch', 'LPostkolonial', 'ddpostkolonial', 'SachsenEns', 'MPKretschmer']"
3348,MrSomoye,[]
3349,SamiraAhmedUK,"['hparzinger', 'kulturSPK', 'aaprocter']"
3350,Lambo,"['hparzinger', 'kulturSPK']"
3351,HobanGirl,[]
3352,Manja_Korbella,"['ReutersAfrica', 'kulturSPK']"
3353,coloniallegacy,"['juergenzimmerer', 'juergenzimmerer', 'profdanhicks']"
3354,Arjanti1970,['euronews']
3355,sbmintelligence,[]
3356,CharineJohn,"['aberdeenuni', 'britishmuseum']"
3357,annabuduson,[]
3358,KingShark57,"['NeedjamesdJames', 'JosephDeverall', 'afuahirsch']"
3359,submergingmkt,[]
3360,statecraftdaily,[]
3361,lossonpierre,['aberdeenuni']
3362,Jack_Mortis_,[]
3363,artnet,[]
3364,HistoricallyP,[]
3365,IlTuriCosta,[]
3366,KeiraSoleore,['EvePendle']
3367,EvePendle,['KeiraSoleore']
3368,KernelP61497969,['edwest']
3369,WeberLiza,"['CathyHickley', 'TheArtNewspaper']"
3370,Moontip,['britishmuseum']
3371,artsocialtech,[]
3372,FemiMind,[]
3373,AbMarcia4,['britishmuseum']
3374,godgate223,[]
3375,ag_radley,[]
3376,MashedHeritage,[]
3377,BBArtMag,[]
3378,NewsRmGlobal,[]
3379,Jiivanii,[]
3380,DolapoAina,[]
3381,BGTrust,"['BishopsgateInst', 'profdanhicks']"
3382,MonopolMagazin,[]
3383,Africa_Archives,[]
3384,africagoldagen2,[]
3385,HelenFronius,[]
3386,ziahaiderrahman,"['profdanhicks', 'PlutoPress']"
3387,akemmapapa,"['aberdeenuni', 'britishmuseum']"
3388,profdanhicks,['CathyHickley']
3389,OyomwanO,[]
3390,ColumnHugger,[]
3391,BBCAfrica,[]
3392,nicholas_till,[]
3393,BouvyJulia,['aberdeenuni']
3394,TheArtNewspaper,[]
3395,MutualArt,[]
3396,voicesofhackney,[]
3397,AMBrandstetter,['uni_mainz']
3398,JeffH1960,[]
3399,SNPdavid,['uoacollections']
3400,RGAMeyer,['YusufTuggar']
3401,stevelorenti,"['PeeBeeJayBee', 'profdanhicks']"
3402,TheArtNewspaper,[]
3403,SamiraAhmedUK,"['BBCFrontRow', 'aaprocter']"
3404,lovejoyapod,[]
3405,josteez_,[]
3406,diversehistory,[]
3407,AfricaFactsZone,[]
3408,binkypuff,"['FionaSnp', 'aberdeenuni']"
3409,byzantinologue,[]
3410,BikuWandering,['PlutoPress']
3411,PlutoPress,[]
3412,DejiOyede,['Wikipedia']
3413,ruffydfire,[]
3414,CathyHickley,[]
3415,PierreCiric,[]
3416,mgvadhc,['profdanhicks']
3417,Apollo_magazine,[]
3418,WeberLiza,"['peter1murphy', 'profdanhicks', 'DavidLammy', 'BGArtsCentre', 'BGTrust']"
3419,ThapperKeth,[]
3420,WeberLiza,['profdanhicks']
3421,DrDonnaYates,[]
3422,JamesClammer,[]
3423,s_birrell,[]
3424,Arjanti1970,[]
3425,Arjanti1970,[]
3426,Arjanti1970,[]
3427,elginism,[]
3428,Arjanti1970,[]
3429,Arjanti1970,[]
3430,Arjanti1970,[]
3431,SchengenStory,[]
3432,Arjanti1970,[]
3433,Arjanti1970,[]
3434,mickylaharrison,[]
3435,ErikLandsberg,[]
3436,CathyHickley,[]
3437,homedesignLA,[]
3438,anthonyrichter,[]
3439,GUnrecht,"['BundesKultur', 'MishraRob', 'YusufTuggar', 'OBAPALACEBENlN', 'GovernorObaseki', 'dadjaye', 'victorsozaboy', 'DavidOlusoga', 'profdanhicks', 'jhaentzschel', 'SZ']"
3440,DoctressStory,[]
3441,jhaentzschel,[]
3442,ayodejirotinwa,[]
3443,ChuckDalldorf,['BBCNews']
3444,GuardianNigeria,[]
3445,sodustrends,[]
3446,Africaglobalnew,[]
3447,Africaglobalnew,[]
3448,micromac666,['britishmuseum']
3449,juergenzimmerer,"['juergenzimmerer', 'artnet', 'katebrownDE']"
3450,alexander_durie,['aberdeenuni']
3451,ItalianAcademy,[]
3452,ManAmongstKings,['DavidOlusoga']
3453,terhagbedeh,[]
3454,ManAmongstKings,['DavidOlusoga']
3455,kidehen,[]
3456,art_snippets,"['aberdeenuni', 'uoacollections', 'NeilGWCurtis', 'aberdeenuni']"
3457,katebrownDE,"['kulturSPK', 'artnet']"
3458,DsgracefulRider,[]
3459,owenblacker,[]
3460,DrSimonSays2,[]
3461,ThemysciranLady,[]
3462,art_snippets,"['aberdeenuni', 'uoacollections']"
3463,NewsCentralTV,[]
3464,NewsCentralTV,[]
3465,profdanhicks,[]
3466,ArnauRaich,[]
3467,SokolowskiLuk,[]
3468,mwizniak,['BBCNews']
3469,Reuters,[]
3470,PaulFallows3,[]
3471,AgbonaK,[]
3472,jiJonathon,[]
3473,milliebruv,[]
3474,LegalKant,"['aberdeenuni', 'HCI_London', 'britishmuseum', 'V_and_A']"
3475,spreadtheword06,[]
3476,WeberLiza,['aberdeenuni']
3477,WeberLiza,['profdanhicks']
3478,DeimosMetus,[]
3479,Arjanti1970,[]
3480,Arjanti1970,[]
3481,love_an_artist,[]
3482,art_snippets,"['aberdeenuni', 'uoacollections']"
3483,Arjanti1970,[]
3484,tweetymonkey,[]
3485,profdanhicks,[]
3486,BaaghiTV,[]
3487,sibaerisch,[]
3488,AfricanHeralds,[]
3489,KrebsVerena,[]
3490,Apollo_magazine,[]
3491,weltenbuerger1,[]
3492,0vienrioba,[]
3493,GoodWomanHealth,"['the042_guy', 'SoniaRose1502', 'DavidOlusoga']"
3494,GUnrecht,"['profdanhicks', 'profdanhicks', 'Pitt_Rivers', 'UniofOxford', 'OBAPALACEBENlN', 'prm_laurita']"
3495,JerryHicksUnite,[]
3496,RBlackstaff,['BBCNews']
3497,IAL_art_law,[]
3498,Dr_MaiMusie,"['profdanhicks', 'MCHammer', 'museum_detox']"
3499,GdnScotland,"['Lanre_Bakare', 'aberdeenuni']"
3500,brettkeller,"['philipoltermann', 'guardian']"
3501,charlieburns,[]
3502,GUnrecht,['thetimes']
3503,induswaliarch,"['aberdeenuni', 'uoacollections']"
3504,mistarmiles,"['guardian', 'walegates']"
3505,mistarmiles,[]
3506,Sarah_natters,[]
3507,artcrimeHQ,[]
3508,artcrimeHQ,[]
3509,JohndePury,[]
3510,Naomi_Daw,['aberdeenuni']
3511,BrumbyAndrew,[]
3512,MAD_DIASPORA,[]
3513,Joyce_Stack,[]
3514,SarahRoller8,"['thetimes', 'britishmuseum']"
3515,ICBlog_com,[]
3516,magnusllewellin,[]
3517,victorsozaboy,[]
3518,BarnabyPhillips,['FT']
3519,BarnabyPhillips,[]
3520,MarcDavenant,[]
3521,CathyHickley,[]
3522,BBCNorthEast,"['aberdeenuni', 'BBCAfrica', 'BBCWorld', 'bbcworldservice', 'BBCScotlandNews', 'BBCNews', 'uoacollections']"
3523,RGAMeyer,[]
3524,Davyshanks,[]
3525,artrecovery,[]
3526,afripostng,[]
3527,CSmnemonic,[]
3528,simoninou,[]
3529,isa_ilerbe_bake,['guardian']
3530,isa_ilerbe_bake,[]
3531,VardasGeorge,[]
3532,kimaniwanjogu,[]
3533,enebome,['MariaWiesner']
3534,TamsinRussell,['uoacollections']
3535,lossonpierre,"['ItalianAcademy', 'Columbia', 'profdanhicks', 'Feli_Bodenstein']"
3536,lossonpierre,['AchilleMbembe1']
3537,__Interfaith__,[]
3538,Was_Ihr_Wollt,[]
3539,ShehuAGwandu,[]
3540,FionaSnp,['aberdeenuni']
3541,ziahaiderrahman,['profdanhicks']
3542,srilankaglobal,['UKinSriLanka']
3543,srilankaglobal,['profdanhicks']
3544,GUnrecht,"['CathyHickley', 'TheArtNewspaper', 'OBAPALACEBENlN', 'BundesKultur', 'hparzinger', 'Mi_Muentefering', 'AA_Kultur', 'LVanmensch', 'snoep00994354', 'uoacollections']"
3545,GUnrecht,"['uoacollections', 'OBAPALACEBENlN', 'kulturSPK', 'skdmuseum', 'LindenMuseum', 'MARKKhamburg', 'weltkulturenffm', 'MFK_Muenchen', 'profdanhicks']"
3546,BarnabyPhillips,[]
3547,Marvy_Rose,[]
3548,womenandafrica,[]
3549,nubiancheetah,[]
3550,NigeriaStories,[]
3551,sarahedgehill,[]
3552,ajplus,[]
3553,telfaraway,[]
3554,LizIElliott,[]
3555,MaryBigley3,[]
3556,OnlyZans,[]
3557,amenzeiyamu,[]
3558,AstonHistory,['profdanhicks']
3559,kosisochukwuN,[]
3560,GUnrecht,"['BundesKultur', 'hparzinger', 'kulturSPK', 'AA_Kultur', 'GermanyDiplo', 'CathyHickley', 'katebrownDE', 'ArnoRo']"
3561,GUnrecht,"['kulturSPK', 'OBAPALACEBENlN', 'GovernorObaseki', 'victorsozaboy', 'dadjaye', 'DavidOlusoga', 'RGAMeyer', 'profdanhicks', 'BarnabyPhillips']"
3562,DauphinRattle,[]
3563,penseesdomptees,[]
3564,republicjournal,[]
3565,Was_Ihr_Wollt,['kulturSPK']
3566,Was_Ihr_Wollt,['guardian']
3567,artsocialtech,[]
3568,GermanyDiplo,"['GermanyDiplo', 'HeikoMaas']"
3569,ArnoRo,['kulturSPK']
3570,soulistaphd,[]
3571,the65thbook,['YahooNews']
3572,BimpeIN,[]
3573,CathyHickley,['spk']
3574,DebsF319,[]
3575,AfrBusinesslink,[]
3576,Segsabase,[]
3577,Globalbizdynam1,[]
3578,TallulahB2012,[]
3579,UKTheDutch,[]
3580,ArnoRo,"['HeikoMaas', 'dpa', 'MonopolMagazin']"
3581,timkun69,[]
3582,PhillipsAlexR,[]
3583,volkskrant,[]
3584,paulfabel,['HeikoMaas']
3585,kidehen,[]
3586,licantropo_max,[]
3587,lisadonoughe,[]
3588,VeraartW,[]
3589,kulturplease,[]
3590,wirereporter,['philipoltermann']
3591,CFOR_change,[]
3592,Thenichenews,[]
3593,DrDonnaYates,[]
3594,shilpipaul,[]
3595,GUnrecht,"['CathyHickley', 'TheArtNewspaper', 'OBAPALACEBENlN', 'FelwineSarr', 'KuK_TUBerlin', 'profdanhicks', 'BarnabyPhillips', 'BundesKultur', 'hparzinger', 'AA_Kultur', 'kulturSPK', 'LVanmensch', 'snoep00994354']"
3596,InitiativePers2,['AchilleMbembe1']
3597,rayumunna,['Yahoo']
3598,FranciskaB,[]
3599,CathyHickley,[]
3600,AHI_Social,[]
3601,PierreCiric,[]
3602,GUnrecht,"['HeikoMaas', 'GermanyDiplo', 'OBAPALACEBENlN', 'GovernorObaseki', 'kulturSPK', 'DIEZEIT', 'dpa', 'ArnoRo']"
3603,JaapHoog,[]
3604,art_snippets,[]
3605,nsmith241,[]
3606,DrDonnaYates,[]
3607,SambaManchester,[]
3608,Chikaokekeagulu,[]
3609,hionarttv,[]
3610,philipoltermann,[]
3611,philipoltermann,[]
3612,JMilla43874993,"['thefish64', 'DavidOlusoga', 'charlesforsdick']"
3613,MarsZina,[]
3614,canopylight,[]
3615,HelenAntrobus,[]
3616,salib0329,[]
3617,DrDonnaYates,[]
3618,JasNijjar123,[]
3619,DrEmilineSmith,"['profdanhicks', 'TheArtNewspaper']"
3620,Penseuse,['guardian']
3621,2_amaechi,[]
3622,lavismag,[]
3623,SokariCharles,"['suzysasha', 'JeremyVineOn5']"
3624,Montrealbloke,['britishmuseum']
3625,wildkippers,[]
3626,quigs57,[]
3627,OurJen,"['har_joel', 'JeremyVineOn5']"
3628,_didilulu,"['Iamblackgstar', 'DavidOlusoga']"
3629,submergingmkt,['victorsozaboy']
3630,thimpye,['profdanhicks']
3631,oleru6th,['Yahoo']
3632,jexuxibanez,[]
3633,artcrimeHQ,[]
3634,bringyourownsun,['profdanhicks']
3635,SynakAgnieszka,['DavidOlusoga']
3636,juttazerres,[]
3637,Izzabilla,[]
3638,AlcinaFaraday,[]
3639,LesleyDowner,[]
3640,cradleofenglish,['artnet']
3641,Bill_Finlayson,[]
3642,Stressed_Eric72,[]
3643,kidcobbler,['arthistorynews']
3644,wagjuer,['nuzzel']
3645,IcomOfficiel,['guardian']
3646,aspals,['elginism']
3647,UnionBlacks,[]
3648,icyybrandy,[]
3649,Mad_Beard,[]
3650,WeberLiza,['profdanhicks']
3651,JeremyVineOn5,[]
3652,CarmillaVoiez,[]
3653,LegaciesofPast,[]
3654,lkanies,[]
3655,SeunShey,[]
3656,cgartadvisory,[]
3657,mdbergfeld,[]
3658,NickWestcottRAS,"['DavidOlusoga', 'royafrisoc', 'BarnabyPhillips']"
3659,McCreadieJoanna,[]
3660,abeeregyptscot,[]
3661,cgartadvisory,[]
3662,iransera,[]
3663,Rich_ardt,[]
3664,ChasingAphrodit,[]
3665,Kazuo_MORIMOTO,[]
3666,ag_radley,['darionmccoy']
3667,leroybrown_1,['COAgbasi']
3668,Zakinus,[]
3669,VisualCultureR1,[]
3670,AdrianL16882023,[]
3671,MoonIsShinning,[]
3672,Telegraf_ID,[]
3673,BerneMuthien,[]
3674,artsocialtech,[]
3675,ArielBlocker,[]
3676,JewellKasia,[]
3677,NnamdiNjoku,[]
3678,SEAsia17,[]
3679,TObscurantist,[]
3680,FDAllenGroupInc,[]
3681,DrAlakbarov,[]
3682,kingsam0121,['Yahoo']
3683,BiolaBlack,[]
3684,johnkidenda,[]
3685,andrew_wilson_a,[]
3686,artnews,[]
3687,enebome,['britishmuseum']
3688,lossonpierre,['artnews']
3689,IsaacBolger,[]
3690,metisprof,[]
3691,MuseumAnth,[]
3692,AbbottSupreme,[]
3693,Correndoporai1,[]
3694,PierreCiric,[]
3695,LawandLit,[]
3696,taytaygold1,[]
3697,amjross,[]
3698,amjross,[]
3699,m_lesleywalker,[]
3700,polititrolls,['EWErickson']
3701,JenniferSliwka,[]
3702,moncur_d,[]
3703,KrishnaKdatta43,[]
3704,lindaws,[]
3705,ValleyViewNews,[]
3706,saviorsevents,[]
3707,rpjatBL,[]
3708,profdanhicks,[]
3709,grimm_sven,[]
3710,IMWD2030_,[]
3711,cgdhopkins,"['peabodymuseum', 'harvartmuseums']"
3712,OgbeniOwonikoko,[]
3713,UyiosaOM,[]
3714,AfricaConverse1,['africaconverse7']
3715,ilaa2912,[]
3716,jenkers_en,[]
3717,caillemillner,[]
3718,rzydel,[]
3719,AdaMbano_,[]
3720,kidehen,[]
3721,kottke,[]
3722,complexgiant,['Yahoo']
3723,MLWalker99,[]
3724,Jessicalewinsky,[]
3725,IIC_,[]
3726,profdanhicks,[]
3727,natureinart,[]
3728,scientistmike35,[]
3729,YemiEdun,[]
3730,amery_1,['Yahoo']
3731,bmarks_dhgrafx,[]
3732,GUnrecht,"['DavidOlusoga', 'guardian', 'BundesKultur', 'MishraRob', 'hparzinger', 'GermanyDiplo', 'HeikoMaas', 'AA_Kultur', 'Mi_Muentefering', 'jhaentzschel', 'ArnoRo', 'paul_starzmann']"
3733,melissachemam,[]
3734,melissachemam,[]
3735,juergenzimmerer,"['GUnrecht', 'OBAPALACEBENlN', 'KolonialeG', 'ddpostkolonial', 'LPostkolonial', 'ddorfpoko', 'mappingmuc', 'PoCoPotsdam', 'ffm_postkol', 'RheinlandGlobal', 'DecolonizeJena', 'PublicHistoryHH', 'DavidOlusoga']"
3736,Pohir,[]
3737,AmazingAyo,[]
3738,GUnrecht,"['OBAPALACEBENlN', 'KolonialeG', 'ddpostkolonial', 'LPostkolonial', 'ddorfpoko', 'mappingmuc', 'PoCoPotsdam', 'ffm_postkol', 'RheinlandGlobal', 'DecolonizeJena', 'PublicHistoryHH', 'DavidOlusoga']"
3739,DebisiAraba,[]
3740,GUnrecht,"['OBAPALACEBENlN', 'BundesKultur', 'hparzinger', 'HeikoMaas', 'AA_Kultur', 'Mi_Muentefering', 'lavinia_frey', 'DavidOlusoga']"
3741,ignacioalperin,[]
3742,AdeD1955,[]
3743,ObserverArts,[]
3744,dino_mahoney,[]
3745,rlsporteous,[]
3746,mat_witczak,[]
3747,juergenzimmerer,[]
3748,jwrtweets,['britishmuseum']
3749,Julisuma,[]
3750,isai4031,[]
3751,VardasGeorge,['profdanhicks']
3752,katewebb_uk,['britishmuseum']
3753,CEamer,[]
3754,kidehen,[]
3755,sridhartweet,[]
3756,kidehen,[]
3757,GuardianAus,[]
3758,ICEE_ICOM,[]
3759,kidehen,[]
3760,CoinStokes,[]
3761,CapitalMoments,[]
3762,Henry_McGhie,[]
3763,RealtorJairo,[]
3764,LukeAlexanderIQ,[]
3765,LawrenceCrimmi1,[]
3766,Urbansavage,[]
3767,Reach_Falls,[]
3768,ClydeenMcDonald,[]
3769,IIC_,[]
3770,observer,[]
3771,ehijoshua2,[]
3772,ticiaverveer,[]
3773,laura_lanzone,[]
3774,MayoAKA,[]
3775,OraRunsWild,[]
3776,m_semati,[]
3777,PA13Baker,[]
3778,jasminedotiwala,[]
3779,rhdski1,[]
3780,dalhatukolo,[]
3781,Santos09909,[]
3782,ce9461,[]
3783,officialare_j,[]
3784,iip_program,[]
3785,S_Fleary1,[]
3786,BertRRatcliffe,[]
3787,ayca_cu,[]
3788,IK_AYELA,[]
3789,AffohG,[]
3790,dafreaknmee,[]
3791,FlaShBloGLive,[]
3792,UllaMR,[]
3793,MaggieDevers,[]
3794,McBuddah,[]
3795,shaunajmccabe,[]
3796,maryannkareh,[]
3797,RealOkakah,[]
3798,asemota,[]
3799,Artforum,[]
3800,Premiumtvnet,[]
3801,mun_artist,[]
3802,thegermanhut,[]
3803,hillcai,[]
3804,BSUHeritage,[]
3805,LinusGalleries,['TheArtNewspaper']
3806,mouldyolcrow,[]
3807,LailaIjeoma,[]
3808,trypresh220,[]
3809,smithie1,[]
3810,PlowdenAndSmith,"['artnet', 'profdanhicks']"
3811,DesMchlmcgnn,[]
3812,jott_el,[]
3813,Melissa_Baksh,[]
3814,ClearyMaryKate,[]
3815,Visit_Wakefield,[]
3816,yourteacheralan,[]
3817,racheltoywrites,['BorisJohnson']
3818,ddiggr,[]
3819,sedgate,[]
3820,josiegz,[]
3821,PeterDobbing,['BorisJohnson']
3822,mrmatthewkelly,[]
3823,juergenzimmerer,['SZ']
3824,juergenzimmerer,[]
3825,Diana_monkey,['mfaboston']
3826,vgkrako,[]
3827,Moonbootica,[]
3828,jaydoll51,[]
3829,jaydoll51,[]
3830,TonyPickford1,[]
3831,unityloaded,['unityloaded']
3832,JMcNChicago,[]
3833,soladeyemi,[]
3834,GermanAtPompey,"['guardian', 'philipoltermann']"
3835,ATGBrokers,[]
3836,Reneh,[]
3837,BahamaPapa_,[]
3838,BahamaPapa_,[]
3839,Smits1Rene,[]
3840,Herewar66545077,"['profdanhicks', 'swgannon', 'TheArtNewspaper']"
3841,BahamaPapa_,[]
3842,george_mckay,['SainsburyCentre']
3843,swajones,['philipoltermann']
3844,ORourkeSuka,[]
3845,ainajkhan,[]
3846,PRBetts17,[]
3847,vindib_,[]
3848,ahistoryinart,[]
3849,tadewuyi1,[]
3850,VataNganda,[]
3851,aacrecelius,[]
3852,WSJforum,[]
3853,FergalLenehan,[]
3854,MzAgams,[]
3855,mejcb,[]
3856,DE_Valentino_DE,[]
3857,helenyg,[]
3858,jjcjmc,[]
3859,pococentre,[]
3860,TucyTales,[]
3861,ChesterArchSoc,[]
3862,__Interfaith__,[]
3863,butterflytongue,[]
3864,KS1729,[]
3865,MSilybum,['britishmuseum']
3866,ZombyWoof4,['twangit16']
3867,artnet,[]
3868,thegistofit,[]
3869,LucyNews,[]
3870,JHMuseumStudies,['philipoltermann']
3871,KarenMargolis,[]
3872,michael_havard,['britishmuseum']
3873,AfricanUnionLaw,[]
3874,lindas1954,[]
3875,leonardrichards,[]
3876,MagusCP,[]
3877,DrCourtneyShah,[]
3878,RobertWallman2,[]
3879,Melraith333,[]
3880,LeahFeiger,[]
3881,juergenzimmerer,[]
3882,Dewinol,[]
3883,GUnrecht,"['victorsozaboy', 'BundesKultur', 'MishraRob', 'hparzinger', 'kulturSPK', 'AA_Kultur', 'textcultures', 'LaenderKultur', 'museumsbund', 'olaf_zimmermann', 'LVanmensch', 'snoep00994354', 'profdanhicks']"
3884,MazKaputas,[]
3885,StuartGardner2,[]
3886,FlaShBloGLive,[]
3887,mariaalcorlo,[]
3888,kasujja,[]
3889,CCAForum,[]
3890,PAL362,[]
3891,conradbryan,[]
3892,ArtReview_,[]
3893,EICatHome,[]
3894,JihaneChedouki,[]
3895,YotiGoudas,[]
3896,bungatuffie,[]
3897,StealingCulture,[]
3898,clagsborough,[]
3899,Naomi_Daw,"['britishmuseum', 'Pitt_Rivers']"
3900,gmrevans,[]
3901,Sharonheal,[]
3902,capnthommo,[]
3903,YotiGoudas,[]
3904,pipelinenews,[]
3905,Reneh,[]
3906,CCEmeziem,[]
3907,WizePenguin,[]
3908,frontwheelskid,[]
3909,EFW48,[]
3910,chalemedia,[]
3911,agnes_ladon,['artnet']
3912,foskylala,[]
3913,juergenzimmerer,[]
3914,BenQuinn75,[]
3915,AliAlexAli1234,[]
3916,TimTimLeandro,[]
3917,ColumbiaEurope,['guardian']
3918,BSUHeritage,[]
3919,philipoltermann,[]
3920,AbiodunBorisade,[]
3921,Perrill_E,['HNAC']
3922,Arjanti1970,[]
3923,ItalianAcademy,[]
3924,nigelj08223325,"['RoyalFamily', 'BeeNubian']"
3925,Timewalkproject,[]
3926,GuardianAus,[]
3927,FobTurnip,['uwagbale_']
3928,ArtMusicLife,['guardian']
3929,omoluwabi,[]
3930,olga_A_smith,[]
3931,MayazRah,[]
3932,NestIsacat,"['britishmuseum', 'Pitt_Rivers']"
3933,micheleluppi,[]
3934,Ogbo_Emeka,[]
3935,DigitalPhamcist,[]
3936,africaeuropa,[]
3937,victorsozaboy,[]
3938,Arjanti1970,[]
3939,DrMaxKoss,['kulturSPK']
3940,ecoomasaru,[]
3941,RebeccaA_MA,[]
3942,aservais1,['profdanhicks']
3943,custosrotulorum,[]
3944,makisstasinos,[]
3945,jill_gibbon,[]
3946,FobTurnip,[]
3947,myetanoroche,[]
3948,Arjanti1970,[]
3949,radicalanthro,[]
3950,OneworldNews,['BarnabyPhillips']
3951,phillcole40,[]
3952,londonartnews,[]
3953,guardiannews,[]
3954,BethBrooke8,[]
3955,thecitylitcafe,[]
3956,juergenzimmerer,"['profdanhicks', 'TheArtNewspaper']"
3957,AlanTait,[]
3958,juergenzimmerer,[]
3959,SamerAbdelnour,[]
3960,germanynews_b,[]
3961,onisillos,[]
3962,SultanofOman,[]
3963,ArtsJournalNews,[]
3964,brenbrenchie,[]
3965,FeargusOSull,[]
3966,rishie_,[]
3967,OLearyJames,"['britishmuseum', 'Pitt_Rivers']"
3968,Ubuluman,[]
3969,gevemac,[]
3970,smilinglion71,[]
3971,raj65025523,[]
3972,newsasia360,[]
3973,MirBahmanyar,[]
3974,guardian,[]
3975,JudgeMeNot69,[]
3976,ltravel395,[]
3977,LeonardRCohen,[]
3978,Kh9syl,[]
3979,GUnrecht,"['profdanhicks', 'OBAPALACEBENlN', 'victorsozaboy', 'hparzinger', 'LVanmensch', 'snoep00994354', 'Was_Ihr_Wollt', 'TheArtNewspaper']"
3980,guardianculture,[]
3981,nsmith241,['artnews']
3982,JennydotWhite,"['profdanhicks', 'TheArtNewspaper']"
3983,profdanhicks,['TheArtNewspaper']
3984,BigSkyGuy57,[]
3985,katebrownDE,['humboldtforum']
3986,TOOKL,[]
3987,DrDonnaYates,[]
3988,SPSalisbury,[]
3989,SpiralStripeArt,['TheArtNewspaper']
3990,Penseuse,['artnet']
3991,kenantoprak63,[]
3992,DecolonialUCD,[]
3993,jendalmart,['TANdailyFrance']
3994,PropCazhPM,[]
3995,LIDC_UK,"['BBC', 'BarnabyPhillips', 'royafrisoc', 'CAS_SOAS']"
3996,Class5elves,[]
3997,ZhannaFloyd,[]
3998,yonigirl88,[]
3999,Gazette_Inter,[]
4000,HistDialogue,[]
4001,DrEframSS,[]
4002,trevorw1953,[]
4003,Boundless_Mag,[]
4004,artinberlin,[]
4005,MagLesauvage,['artnet']
4006,GUnrecht,"['CathyHickley', 'CathyHickley', 'TheArtNewspaper']"
4007,artrecovery,[]
4008,artlossreg,['artnet']
4009,LesleyPickersg4,[]
4010,juergenzimmerer,"['katebrownDE', 'Via', 'artnet']"
4011,Francoisdericci,"['patrick41116180', 'arthistorynews']"
4012,katebrownDE,"['humboldtforum', 'juergenzimmerer', 'profdanhicks', 'artnet']"
4013,aservais1,['katebrownDE']
4014,montanadegas,[]
4015,DrDonnaYates,[]
4016,artlawalex,['CathyHickley']
4017,artcrimeHQ,['artnews']
4018,TheArtNewspaper,[]
4019,cgartadvisory,['artnews']
4020,jeremy_millar_1,[]
4021,Jeni_warstudies,[]
4022,FragGroup,"['victorsozaboy', 'profdanhicks', 'YusufTuggar']"
4023,BarnabyPhillips,['FT']
4024,BarnabyPhillips,[]
4025,GUnrecht,"['BundesKultur', 'kulturSPK', 'hparzinger', 'AA_Kultur']"
4026,art_snippets,[]
4027,GUnrecht,"['LVanmensch', 'MPKretschmer', 'SachsenDe', 'skdmuseum', 'ddpostkolonial', 'LPostkolonial', 'SachsenEns', 'YusufTuggar']"
4028,Gazette_Inter,['Spiegel']
4029,mehler_a,[]
4030,DanielSalinas00,[]
4031,HenningMelber,[]
4032,juergenzimmerer,"['coloniallegacy', 'coloniallegacy']"
4033,MattAndersonNYT,[]
4034,LawrenceCrimmi1,[]
4035,MCHammer,[]
4036,diballestero,"['profdanhicks', 'artnews']"
4037,zandrayeaman,[]
4038,HRegev,[]
4039,artrecovery,['artnews']
4040,Gayathri_RH,[]
4041,jackiedeburca,[]
4042,VardasGeorge,"['humboldtforum', 'artnews', 'ReuniteMarbles', 'MarcFennell', 'profdanhicks']"
4043,lossonpierre,[]
4044,dandomingx,[]
4045,staceyssamuel,"['mfsirmans', 'CultureType']"
4046,Tomi_Oladipo,[]
4047,ArtMovez_,[]
4048,byzbets,[]
4049,ArtistLR,[]
4050,PierreCiric,[]
4051,plunderedart,[]
4052,HawtBlithe,[]
4053,GUnrecht,"['OBAPALACEBENlN', 'kulturSPK', 'skdmuseum', 'LindenMuseum', 'MARKKhamburg', 'weltkulturenffm', 'MFK_Muenchen', 'snoep00994354', 'LVanmensch', 'BundesKultur', 'textcultures', 'museumsbund', 'CathyHickley', 'TheArtNewspaper']"
4054,james3neal,['profdanhicks']
4055,GUnrecht,"['CathyHickley', 'TheArtNewspaper', 'GermanyDiplo', 'BundesKultur', 'textcultures', 'AA_Kultur']"
4056,CathyHickley,[]
4057,TheArtNewspaper,[]
