,index,surname,count,"Asian,GreaterEastAsian,EastAsian","Asian,GreaterEastAsian,Japanese","Asian,IndianSubContinent","GreaterAfrican,Africans","GreaterAfrican,Muslim","GreaterEuropean,British","GreaterEuropean,EastEuropean","GreaterEuropean,Jewish","GreaterEuropean,WestEuropean,French","GreaterEuropean,WestEuropean,Germanic","GreaterEuropean,WestEuropean,Hispanic","GreaterEuropean,WestEuropean,Italian","GreaterEuropean,WestEuropean,Nordic",race,african
476,737,pratt’s,1,0.0018317477,0.0023529688,0.011608887,0.009663027,0.010203667,0.058660477,0.022454303,0.016256366,0.39414904,0.012493543,0.3101536,0.12035371,0.02981864,"GreaterEuropean,WestEuropean,French",Non-African
477,738,premium,1,0.008748663,0.0014587183,0.058818918,0.2626968,0.011166472,0.12843788,0.07398386,0.15164919,0.21171089,0.066022635,0.0053750193,0.012333105,0.007597756,"GreaterAfrican,Africans",African
478,740,price,1,0.0013547703,0.00097391615,0.0029753428,0.002347026,0.0019656431,0.93629086,0.0024219374,0.007690166,0.015451443,0.0008593817,0.008209949,0.018522495,0.00093706924,"GreaterEuropean,British",Non-African
479,741,princeton,1,0.0038842922,0.0016285981,0.00230895,0.0015525023,0.000780176,0.88579005,0.0006523509,0.013113107,0.05932586,0.0010816198,0.016987318,0.009875423,0.0030197701,"GreaterEuropean,British",Non-African
480,744,prott,1,0.00577829,0.0037104553,0.0146555,0.0018007242,0.0019016953,0.89101946,0.0070063416,0.026892463,0.022093633,0.0014486567,0.010223317,0.010323643,0.0031457508,"GreaterEuropean,British",Non-African
481,745,przyluski,1,0.0103516765,0.0034738164,0.0044772774,0.0031258652,0.0032208108,0.07921964,0.18665163,0.3239136,0.06549582,0.055168174,0.1518643,0.10757409,0.005463329,"GreaterEuropean,Jewish",Non-African
482,746,ptolemaic,1,0.00074485823,0.002628118,0.0012446513,0.00045360572,0.00978643,0.57136524,0.0047164834,0.011096376,0.33275262,0.0075425063,0.009078563,0.041752152,0.0068384637,"GreaterEuropean,British",Non-African
483,748,r philip,1,0.0052839634,0.0005611754,0.014267049,0.07253333,0.036521554,0.0491451,0.22040302,0.097177684,0.31260654,0.02969655,0.019754982,0.13859989,0.003449195,"GreaterEuropean,WestEuropean,French",Non-African
484,749,"rachael unsworth
organiser",1,0.007930369,0.028638568,0.04707293,0.006409308,0.006288419,0.2040678,0.009403295,0.0063584084,0.01052278,0.018922467,0.08807814,0.55216634,0.014141197,"GreaterEuropean,WestEuropean,Italian",Non-African
485,750,ransome kuti,1,0.0029107602,0.0016030625,0.15201269,0.49633268,0.027430456,0.17101029,0.019559868,0.010995157,0.0401787,0.0020051242,0.020456057,0.055308066,0.0001971324,"GreaterAfrican,Africans",African
486,751,rashid,1,0.00068902003,0.0004908762,0.21788132,0.00689424,0.7217798,0.005273608,0.0051853885,0.017450092,0.0060252487,0.0007500052,0.009556608,0.0014512514,0.006572522,"GreaterAfrican,Muslim",African
487,752,raubgut,1,0.0011388795,0.00023858648,0.019233216,0.050980132,0.011774124,0.21878079,0.020804841,0.08155417,0.40416506,0.05431429,0.13103452,0.005571276,0.0004101464,"GreaterEuropean,WestEuropean,French",Non-African
488,754,rawson’s,1,0.004925436,0.03821412,0.021820396,0.036861096,0.13758723,0.0552584,0.039951537,0.043125313,0.3074497,0.028405676,0.18766166,0.02301514,0.07572428,"GreaterEuropean,WestEuropean,French",Non-African
489,755,read,1,0.004503803,0.014334803,0.005341672,0.003376886,0.0057737203,0.8745738,0.0032798175,0.028448572,0.01168854,0.0017469138,0.019565517,0.021350369,0.0060155657,"GreaterEuropean,British",Non-African
490,756,rede,1,0.002214722,0.0032415004,0.06952912,0.029118901,0.019656168,0.05497519,0.01985444,0.027924163,0.09181128,0.063801475,0.57502115,0.010424856,0.032427073,"GreaterEuropean,WestEuropean,Hispanic",Non-African
491,757,refn,1,0.018343454,0.018520623,0.0044877823,0.015003336,0.004551005,0.051695604,0.03886402,0.086771145,0.038604777,0.03256828,0.0127442675,0.031171018,0.6466747,"GreaterEuropean,WestEuropean,Nordic",Non-African
492,759,reitsch,1,0.011874265,0.0005249149,0.00054859876,0.00026724843,0.0020704437,0.03589237,0.07981556,0.7679789,0.016423244,0.058017224,0.009346957,0.0014085522,0.015831705,"GreaterEuropean,Jewish",Non-African
493,734,positionspapier,1,0.0005383479,0.00012260805,0.00026876363,0.00011514325,0.00013845034,0.01324947,0.004734062,0.005281873,0.9465584,0.0026288687,0.005800004,0.018215459,0.0023485033,"GreaterEuropean,WestEuropean,French",Non-African
494,732,poitras’s,1,0.0015047875,0.0044652615,0.005531084,0.0092830025,0.0020693336,0.05751409,0.0052162413,0.004541968,0.81964886,0.004103146,0.07069163,0.014857593,0.0005730549,"GreaterEuropean,WestEuropean,French",Non-African
495,824,soros,1,0.0006043622,0.009586578,0.001962834,0.011677985,0.0010353731,0.012333599,0.01372399,0.02143692,0.04479026,0.0021190795,0.8480248,0.031114435,0.0015898045,"GreaterEuropean,WestEuropean,Hispanic",Non-African
496,731,poitras,1,0.000872422,0.00058157,0.057871893,0.003142063,0.0010631945,0.06161942,0.0013266302,0.011386741,0.7009079,0.011109079,0.12120963,0.02828324,0.00062611396,"GreaterEuropean,WestEuropean,French",Non-African
497,696,ovonramwen  ,1,0.0019379694,0.0006092668,0.00044340806,0.2551197,0.057984807,0.29588294,0.02178176,0.009981315,0.029550055,0.29181877,0.006543751,0.02098693,0.0073593473,"GreaterEuropean,British",Non-African
498,697,owen lehman,1,0.007727103,0.0063732215,0.0015007687,0.07766725,0.045441356,0.07784826,0.09742313,0.10292671,0.100876085,0.32048842,0.10812001,0.049209245,0.0043984614,"GreaterEuropean,WestEuropean,Germanic",Non-African
499,698,owen lehman collection,1,0.00080933666,0.007018654,0.019056406,0.007920346,0.1470937,0.03109051,0.05440541,0.3975948,0.024357794,0.22349846,0.04342153,0.031847868,0.011885104,"GreaterEuropean,Jewish",Non-African
500,701,panther,1,0.0015684982,0.0040706685,0.046394724,0.003941634,0.0002934233,0.7933764,0.0039482107,0.057746045,0.022915315,0.018022306,0.018435404,0.023034591,0.0062528416,"GreaterEuropean,British",Non-African
501,702,paperback,1,0.0073722466,0.0016992994,0.001743791,0.0010541725,0.0009917968,0.68262684,0.010758601,0.19414847,0.01774716,0.023466911,0.006119593,0.03030322,0.021967888,"GreaterEuropean,British",Non-African
502,703,paradigmenwechsel,1,0.00018495458,0.0016579893,0.042825703,0.020361504,0.009776672,0.019445252,0.6409972,0.17043237,0.005474818,0.07106431,0.002849054,0.010779266,0.004150925,"GreaterEuropean,EastEuropean",Non-African
503,704,park,1,0.44099382,0.0063826903,0.03803394,0.0009948739,0.014441139,0.3637235,0.01510123,0.050379187,0.018154869,0.0032233747,0.039035413,0.006636878,0.002899086,"Asian,GreaterEastAsian,EastAsian",Non-African
504,705,parthenon,1,0.0019191059,0.0005980945,0.008200539,0.0015484111,0.00021868346,0.8873255,0.00030808442,0.005466359,0.07426707,0.0011858845,0.00958918,0.0067974357,0.0025756655,"GreaterEuropean,British",Non-African
505,708,paul bowles,1,0.004912523,0.016792452,0.008030016,0.0045841136,0.01650846,0.8346879,0.00044681324,0.005271987,0.0010254815,0.0004153079,0.031016748,0.07574134,0.0005668752,"GreaterEuropean,British",Non-African
506,709,paula,1,0.008880953,0.0026972513,0.09240536,0.060807995,0.029296553,0.11814691,0.054808732,0.03139374,0.095965154,0.011281822,0.32204294,0.16793063,0.0043419236,"GreaterEuropean,WestEuropean,Hispanic",Non-African
507,714,peck,1,0.005899306,0.0076169833,0.017830662,0.004468191,0.0013833146,0.82480353,0.016796665,0.025380865,0.0185208,0.035017945,0.021406794,0.008732473,0.012142531,"GreaterEuropean,British",Non-African
508,715,penn,1,0.004542456,0.00755235,0.009550786,0.0022267262,0.0030524628,0.85690045,0.00780517,0.061137646,0.008479674,0.020973716,0.008451046,0.0022191855,0.007108349,"GreaterEuropean,British",Non-African
509,716,penny,1,0.008883165,0.0016294945,0.013859635,0.01845788,0.0021447958,0.79071337,0.009231984,0.026687287,0.08915239,0.007683161,0.017270533,0.010776122,0.0035101078,"GreaterEuropean,British",Non-African
510,717,petersburg,1,0.0044849482,0.004486484,0.001089072,0.001522208,0.0013278543,0.101715736,0.25140747,0.40810516,0.027452344,0.06340796,0.02561349,0.0395582,0.069829084,"GreaterEuropean,Jewish",Non-African
511,718,petridis,1,0.00399478,0.000856031,0.011935165,0.020584524,0.0050862674,0.24739006,0.15587391,0.03244009,0.067480266,0.10934066,0.03504455,0.30740523,0.0025684494,"GreaterEuropean,WestEuropean,Italian",Non-African
512,721,phillips’s,1,0.002946686,0.003644096,0.015638607,0.012156728,0.0063493457,0.29404438,0.033488616,0.031884793,0.41010004,0.020496003,0.06791158,0.061981265,0.03935789,"GreaterEuropean,WestEuropean,French",Non-African
513,724,pijoan,1,0.002383203,0.008976334,0.011249517,0.011852688,0.006336891,0.16403142,0.017305173,0.053233817,0.3175921,0.0016119714,0.3100798,0.09501358,0.00033349785,"GreaterEuropean,WestEuropean,French",Non-African
514,728,platform,1,0.003352429,0.00471653,0.0061040972,0.0027908667,0.0032037261,0.8280508,0.008999462,0.011985078,0.020731501,0.015257548,0.009150052,0.0034696264,0.082188345,"GreaterEuropean,British",Non-African
515,729,platz,1,0.005317843,0.016798086,0.001531701,0.0032389932,0.008264268,0.20764814,0.08272901,0.22596663,0.15830363,0.10699028,0.03575174,0.022599205,0.12486041,"GreaterEuropean,Jewish",Non-African
516,563,majesty,1,0.017676454,0.0006906559,0.66779834,0.04724902,0.03376942,0.102359585,0.041210208,0.0054761963,0.058064476,0.0019153663,0.0072783637,0.014479291,0.0020326287,"Asian,IndianSubContinent",Non-African
517,761,richtige,1,0.0010512325,0.002228595,0.0011910048,0.0018958366,0.0019103185,0.32071286,0.08282512,0.07495239,0.075551905,0.3090064,0.07477067,0.023162913,0.030740786,"GreaterEuropean,British",Non-African
518,762,riot,1,0.005888701,0.01112159,0.0023145156,0.0007400123,0.0015578807,0.57799524,0.0032488522,0.027715487,0.29874983,0.003918609,0.026881095,0.025998687,0.013869401,"GreaterEuropean,British",Non-African
519,764,robert,1,0.0043498855,0.001427312,0.008483205,0.0018221708,0.0010523882,0.23567861,0.011096212,0.027868075,0.66309655,0.01324782,0.01718046,0.010149484,0.0045478567,"GreaterEuropean,WestEuropean,French",Non-African
520,799,scotland,1,0.0052603763,0.0011797666,0.002642475,0.0002410978,0.00023103092,0.92647946,0.0011308593,0.003032217,0.012971494,0.008467197,0.008854898,0.0025269655,0.026982062,"GreaterEuropean,British",Non-African
521,800,seek,1,0.0424211,0.029465426,0.017088095,0.06738642,0.37743476,0.25969172,0.055353124,0.041160762,0.010277402,0.024090003,0.049031675,0.008245433,0.018354151,"GreaterAfrican,Muslim",African
522,802,senat,1,0.006054159,0.008348057,0.3458336,0.022896226,0.062279496,0.02617164,0.012302366,0.16553235,0.25012094,0.0048859874,0.05164617,0.041466095,0.0024629151,"Asian,IndianSubContinent",Non-African
523,803,serota,1,0.02908346,0.14865462,0.011146634,0.0512559,0.010501365,0.028559802,0.036495004,0.3648172,0.04550118,0.019504393,0.1265109,0.11716265,0.010806893,"GreaterEuropean,Jewish",Non-African
524,804,sevigny,1,0.0042433897,0.00072442886,0.00078106625,0.0068071196,0.0007559373,0.06448575,0.006668846,0.007865937,0.8524677,0.0018651906,0.0063720597,0.044198964,0.002763464,"GreaterEuropean,WestEuropean,French",Non-African
525,805,sewell,1,0.002181848,0.0005248482,0.003639144,0.005864496,0.00044930272,0.95284855,0.0008964531,0.009962538,0.01828223,0.00026660776,0.003469134,0.001007473,0.00060730125,"GreaterEuropean,British",Non-African
526,806,seydoux,1,0.015103097,0.00053844624,0.0012738345,0.079219155,0.04123678,0.7457169,0.0036564653,0.030922942,0.060856298,0.0006958297,0.016205577,0.0034192305,0.0011554146,"GreaterEuropean,British",Non-African
527,807,shakespeare,1,0.0030419598,0.00059069187,0.0029166993,0.0040077814,0.0008680112,0.9488206,0.004565384,0.024210127,0.003779424,0.0003690024,0.0029510749,0.0019809026,0.0018984103,"GreaterEuropean,British",Non-African
528,808,share,1,0.030894915,0.0021496464,0.04207463,0.095341,0.030802894,0.44877657,0.007659411,0.31626675,0.013481757,0.0004298846,0.0065339925,0.0047810646,0.0008074554,"GreaterEuropean,British",Non-African
529,809,shemang,1,0.82569796,0.0036457097,0.03480054,0.052780144,0.009515243,0.027230121,0.0016248826,0.006102603,0.007229887,0.005632731,0.0057146037,0.0008936121,0.019131975,"Asian,GreaterEastAsian,EastAsian",Non-African
530,810,shiner,1,0.0069192005,0.02024376,0.013776782,0.011780383,0.022244137,0.5640965,0.032693427,0.25105277,0.020583685,0.007273849,0.019020854,0.027981568,0.0023330667,"GreaterEuropean,British",Non-African
531,811,shonibare,1,0.034179233,0.048661064,0.24292499,0.63820726,0.001445665,0.01977434,0.0023906492,0.0026626987,0.0063895844,2.1161159e-05,0.00082889997,0.0024294476,8.499911e-05,"GreaterAfrican,Africans",African
532,812,shortall,1,0.0028367394,0.0033162865,0.013352291,0.0035595957,0.0039330362,0.8946199,0.006302711,0.0520512,0.0031505593,0.0015316544,0.011807642,0.001687404,0.0018510949,"GreaterEuropean,British",Non-African
533,815,simpson,1,0.00024754886,0.00065010233,0.0006832159,0.007869154,0.00063958415,0.9133482,0.00079828367,0.02730529,0.020105803,0.0009553658,0.009444038,0.00776283,0.010190583,"GreaterEuropean,British",Non-African
534,816,skulpturen,1,0.0049543628,0.000699133,0.0034940653,0.0024898655,0.014751343,0.15237324,0.18119632,0.25557742,0.021882584,0.04327638,0.08803098,0.0065737627,0.22470056,"GreaterEuropean,Jewish",Non-African
535,819,snowden,1,0.0013058017,0.0027940276,0.0024799681,0.0006427792,0.00094631803,0.9472486,0.0009056949,0.025751438,0.0035837605,0.0024101785,0.0047968593,0.003167398,0.003967213,"GreaterEuropean,British",Non-African
536,820,sodipo,1,0.001471501,0.0017557493,0.03420887,0.07430679,0.013041785,0.044993974,0.057388756,0.020030608,0.077108055,0.005383528,0.2624165,0.4076599,0.00023399903,"GreaterEuropean,WestEuropean,Italian",African
537,821,soni,1,0.0042354655,0.15664478,0.1926193,0.023724565,0.0061543174,0.025386786,0.013942071,0.025547726,0.04867051,0.004503338,0.058167987,0.42463112,0.015772095,"GreaterEuropean,WestEuropean,Italian",Non-African
538,823,sophia,1,0.019030074,0.030358857,0.21854766,0.2959032,0.067288645,0.080927126,0.070199184,0.091663346,0.014201396,0.0036898975,0.05588708,0.051668406,0.00063512265,"GreaterAfrican,Africans",African
539,798,schwaller,1,0.00051815255,0.0015682324,0.0018063264,0.0006758657,0.0025024998,0.035976328,0.022363184,0.3189566,0.0929889,0.4022946,0.042979892,0.043545496,0.033823866,"GreaterEuropean,WestEuropean,Germanic",Non-African
540,797,schoonderwoerd,1,0.0056384555,0.0004946747,0.00071291777,0.0033510095,0.0010084533,0.9126658,0.0009071611,0.010679331,0.031426903,0.021791428,0.007917812,0.002196491,0.0012095429,"GreaterEuropean,British",Non-African
541,796,scholz,1,0.0002699531,0.00077287015,0.00041702602,0.00031096817,0.0015950225,0.029542308,0.06286128,0.200278,0.0611543,0.49449942,0.01494585,0.044686068,0.08866693,"GreaterEuropean,WestEuropean,Germanic",Non-African
542,777,rubin's,1,0.02908695,0.0020121532,0.036739983,0.013600181,0.015796328,0.7534843,0.0057720537,0.10284795,0.0053724498,0.0013900384,0.024932234,0.006694719,0.0022706701,"GreaterEuropean,British",Non-African
543,767,robinson,1,0.0010471852,0.0018323647,0.0033381635,0.0019577187,0.0002605109,0.9039728,0.0010238255,0.027391193,0.028924024,0.00064757885,0.011146871,0.014765417,0.0036923578,"GreaterEuropean,British",Non-African
544,768,rocco,1,0.00054757803,0.0013927364,0.00012013434,0.0019129219,0.0019177918,0.017208928,0.0018080566,0.004756048,0.022806909,0.0009417685,0.099793345,0.8456652,0.0011285417,"GreaterEuropean,WestEuropean,Italian",Non-African
545,769,rockefeller,1,0.0063928626,0.0013587883,0.009220369,0.0049132076,0.001579974,0.6059693,0.008715977,0.011622843,0.214509,0.05513475,0.02814342,0.019685565,0.032753985,"GreaterEuropean,British",Non-African
546,770,rogers,1,0.006193354,0.0019373788,0.002777926,0.0027136817,0.0020334306,0.80931324,0.004354453,0.057157736,0.055187233,0.0069577494,0.012679011,0.035568494,0.0031263146,"GreaterEuropean,British",Non-African
547,771,roses,1,0.014068428,0.0010290346,0.0049712625,0.0022789985,0.0077810436,0.29954594,0.019604692,0.3824471,0.11374039,0.0141473925,0.0984682,0.02221732,0.01970027,"GreaterEuropean,Jewish",Non-African
548,773,rothschild,1,0.0003240695,0.0011894543,0.00023311685,3.1560612e-05,0.0007644526,0.09345101,0.009701001,0.6495437,0.23507202,0.0020618008,0.0037938366,0.0024985103,0.0013354789,"GreaterEuropean,Jewish",Non-African
549,774,royal,1,0.0011931343,0.00059928803,0.068770625,0.0037688443,0.046038456,0.27618757,0.002720411,0.02433897,0.5039252,0.0038454493,0.028259084,0.035134822,0.0052181208,"GreaterEuropean,WestEuropean,French",Non-African
550,776,rubin,1,0.014997417,0.0027530799,0.0017705659,0.0018599601,0.0066216607,0.119594105,0.3114257,0.3736382,0.14355224,0.0031441206,0.014768942,0.005450958,0.00042309874,"GreaterEuropean,Jewish",Non-African
551,783,russell,1,0.0028536057,0.00025839388,0.00032506336,0.0028967734,6.330675e-05,0.96814215,0.0017147305,0.008060856,0.0058604167,0.0023182565,0.0021132056,0.0016168758,0.0037763468,"GreaterEuropean,British",Non-African
552,795,schmidt,1,0.0006396158,0.0017615708,0.0006111676,0.0005588053,0.002559802,0.022235539,0.0693641,0.20650992,0.056702245,0.5016009,0.029405145,0.020744069,0.0873071,"GreaterEuropean,WestEuropean,Germanic",Non-African
553,784,rylance,1,0.0064479816,0.0015917169,0.00081481715,0.0022348005,0.0009567102,0.92741996,0.007147666,0.006505787,0.02217959,0.000664192,0.013304354,0.0031627202,0.007569785,"GreaterEuropean,British",Non-African
554,785,sa majeste »,1,0.000632694,0.002060426,0.00023713119,0.0007938814,0.0006068677,0.01570065,0.00645824,0.0042601875,0.19242074,0.0014753785,0.54764086,0.2272055,0.0005073907,"GreaterEuropean,WestEuropean,Hispanic",Non-African
555,787,saidou tall,1,0.010290237,0.016383275,0.013243528,0.22592886,0.15564255,0.06584321,0.028797645,0.13252789,0.25793988,0.005141821,0.08258896,0.0050242,0.0006479053,"GreaterEuropean,WestEuropean,French",Non-African
556,788,salama,1,0.0039443597,0.0057148603,0.040332947,0.2507044,0.08997569,0.10196551,0.0043090396,0.12776464,0.07914185,0.0016412268,0.18794292,0.105840534,0.00072201516,"GreaterAfrican,Africans",African
557,790,sanderson,1,0.0010615507,0.0011806593,0.004476446,0.0030074427,0.0010462067,0.9086642,0.0023789129,0.019455133,0.022654837,0.0015036195,0.0042266664,0.006475263,0.02386903,"GreaterEuropean,British",Non-African
558,792,savoy,1,0.0011586231,0.0009321681,0.009509779,0.14914814,0.19961368,0.035345946,0.033732727,0.039651807,0.49258417,0.0007662692,0.028464437,0.0088163195,0.00027588254,"GreaterEuropean,WestEuropean,French",Non-African
559,793,schapiro,1,0.00035041312,0.0006077551,0.0017423547,0.0030566582,0.0017564052,0.10268082,0.0117640365,0.6888893,0.021600798,0.03595081,0.08174204,0.046245273,0.0036133896,"GreaterEuropean,Jewish",Non-African
560,794,schloß,1,0.0020696032,0.004092499,0.0018361399,0.003041432,0.0032828506,0.04725958,0.039832775,0.2865585,0.087531224,0.3755159,0.054053366,0.043926295,0.050999768,"GreaterEuropean,WestEuropean,Germanic",Non-African
561,564,malone,1,0.0018968194,0.0037564067,0.003099735,0.03768754,0.008018464,0.20979907,0.011864909,0.03951682,0.08565895,0.0019477418,0.0500355,0.5441784,0.002539736,"GreaterEuropean,WestEuropean,Italian",Non-African
562,0,"
 ",1,0.10141289,0.03457381,0.067537725,0.018844862,0.07602665,0.0793768,0.076732874,0.05103052,0.1443793,0.069386356,0.05916267,0.14376363,0.07777185,"GreaterEuropean,WestEuropean,French",Non-African
563,562,maisonneuve,1,0.0001260994,2.2469683e-06,0.0002229748,0.0005719391,2.7896223e-05,0.010605358,0.00029706577,0.00018773532,0.98126006,0.00013684412,0.002963458,0.0035299563,6.83263e-05,"GreaterEuropean,WestEuropean,French",Non-African
564,178,collier  ,1,0.0037974594,0.00031276263,0.0034546566,0.0025129998,0.00086392445,0.6181829,0.0004960022,0.0057193567,0.3513587,0.00045489232,0.002135006,0.008729656,0.0019817227,"GreaterEuropean,British",Non-African
565,180,colston’s,1,0.007872485,0.006637056,0.0017240118,0.009737705,0.008407,0.123392954,0.09170551,0.031858504,0.38289335,0.030968204,0.20080313,0.061379578,0.0426205,"GreaterEuropean,WestEuropean,French",Non-African
566,181,concorde,1,0.01284502,0.0040529855,0.016721312,0.008405909,0.005571338,0.43786815,0.009237215,0.06172084,0.1824142,0.0058714333,0.16969529,0.07298387,0.0126124965,"GreaterEuropean,British",Non-African
567,182,conventions,1,0.008165141,0.008812498,0.021888237,0.008475553,0.004738635,0.4363294,0.0022164434,0.012453479,0.1984269,0.02390141,0.15751526,0.10835196,0.008725062,"GreaterEuropean,British",Non-African
568,184,copyright ,1,0.0005795728,0.00046154243,0.0051268945,0.0018700964,0.009701262,0.9261164,0.008372064,0.006543292,0.021476313,0.0017208555,0.014569106,0.0017108254,0.0017517214,"GreaterEuropean,British",Non-African
569,185,cotillard,1,0.0015019561,0.00042018463,0.00039215258,0.00032126042,0.00023081202,0.09505644,0.0002926521,0.0016697746,0.87613475,0.0026372473,0.014030734,0.007115853,0.0001962747,"GreaterEuropean,WestEuropean,French",Non-African
570,186,cristina,1,0.0010747566,0.000331965,4.91219e-05,0.00025750187,0.0006381005,0.009084719,0.009474013,0.0018987985,0.014552792,0.0010772954,0.20170857,0.75936085,0.0004914137,"GreaterEuropean,WestEuropean,Italian",Non-African
571,187,croke,1,0.013738041,0.00060566043,0.0011812791,0.0129814185,0.0017555744,0.8940166,0.002530836,0.029998468,0.014062743,0.0046935794,0.02014183,0.0027039116,0.0015900957,"GreaterEuropean,British",Non-African
572,188,crosby,1,0.0014501511,0.0026950873,0.0019265652,0.00041463927,0.0014505702,0.91757065,0.0013746178,0.047734138,0.016528277,0.0011879666,0.0033314787,0.0017794687,0.0025564183,"GreaterEuropean,British",Non-African
573,189,crowe,1,0.0052742977,0.000991414,0.00051791465,0.008824657,0.0010339714,0.9152983,0.0004922925,0.019206638,0.022371199,0.0011061497,0.011279193,0.011565544,0.0020385021,"GreaterEuropean,British",Non-African
574,190,crypto,1,0.002931597,0.0012560377,0.023627775,0.005037325,0.004046022,0.15202388,0.03547642,0.07864131,0.025283588,0.10943705,0.008595558,0.5494834,0.0041600303,"GreaterEuropean,WestEuropean,Italian",Non-African
575,195,d'un,1,0.0148752,0.004347572,0.05078388,0.011743809,0.021296943,0.15542634,0.013692259,0.066180155,0.02761861,0.00981399,0.0069639813,0.60560983,0.011647346,"GreaterEuropean,WestEuropean,Italian",Non-African
576,196,da vinci,1,0.00025439812,0.0005466276,0.0014616444,0.00034806176,0.0005429184,0.009010008,0.00013016169,0.0053088977,0.011781084,0.0008781872,0.111509085,0.8577169,0.0005120321,"GreaterEuropean,WestEuropean,Italian",Non-African
577,197,dahl’s,1,0.0062535764,0.0017450479,0.024680093,0.020848881,0.16520552,0.01572854,0.035748206,0.009248236,0.14347014,0.23264305,0.017402835,0.007584991,0.31944087,"GreaterEuropean,WestEuropean,Nordic",Non-African
578,199,dalton,1,0.00056529907,0.0018140601,0.007160632,0.009118476,0.0023545963,0.78294647,0.0047143535,0.036837373,0.12509188,0.0064539174,0.009025441,0.0060127014,0.007904836,"GreaterEuropean,British",Non-African
579,202,danson brown,1,0.0047117453,0.0007320588,0.00042181887,0.004909018,0.0017735931,0.4732366,0.013215988,0.16277081,0.08707457,0.021960372,0.036081392,0.18194921,0.0111628575,"GreaterEuropean,British",Non-African
580,203,dante,1,0.003521622,0.004232605,0.008588749,0.06854433,0.0019511257,0.12302201,0.004849442,0.010049106,0.16459008,0.016656322,0.17259775,0.41098455,0.010412339,"GreaterEuropean,WestEuropean,Italian",Non-African
581,204,dapper,1,0.004657533,0.0023264457,0.014893342,0.015952641,0.0055794963,0.587232,0.015410316,0.20546457,0.052571695,0.043888506,0.02490159,0.017473076,0.0096487645,"GreaterEuropean,British",Non-African
582,205,daramola,1,0.0009440513,0.0036763113,0.039067175,0.071450904,0.008667469,0.073013306,0.03542762,0.0470929,0.0578406,0.0042523774,0.20038585,0.45762777,0.0005536792,"GreaterEuropean,WestEuropean,Italian",Non-African
583,206,darshana,1,0.005995861,0.0016214472,0.32376182,0.022000186,0.3107871,0.01618204,0.05208616,0.26412123,0.0004260225,0.0005439031,0.0010078121,0.0008507268,0.00061561394,"Asian,IndianSubContinent",Non-African
584,207,dass,1,0.0011738247,0.001610703,0.013674664,0.029269518,0.054664,0.45933127,0.022273833,0.24845508,0.06429528,0.04809182,0.019464191,0.009569331,0.02812649,"GreaterEuropean,British",Non-African
585,208,de benin city,1,0.005805911,0.009137534,0.002316771,0.00094089995,0.00602607,0.32618186,0.007214443,0.078498185,0.37617087,0.080317505,0.061586805,0.04501172,0.0007914471,"GreaterEuropean,WestEuropean,French",Non-African
586,179,colston,1,0.001667673,0.0006916503,0.0014948489,0.0025970982,0.0007016881,0.9036229,0.00200593,0.03557047,0.02941476,0.0006649217,0.015600566,0.0040705553,0.0018969552,"GreaterEuropean,British",Non-African
587,176,collector,1,0.005372495,0.0058294637,0.0042306758,0.003865375,0.0037761398,0.86026144,0.0027113776,0.031089049,0.014732772,0.0022609548,0.020913206,0.040193573,0.0047635357,"GreaterEuropean,British",Non-African
588,210,de goncourt,1,0.0001507423,0.00035784757,0.0014385394,0.00015851505,0.00027008634,0.08098335,0.00077375874,0.0014398529,0.89589804,0.0024623172,0.008185942,0.0074867858,0.00039421258,"GreaterEuropean,WestEuropean,French",Non-African
589,175,cole,1,0.004798002,0.0024861528,0.0017801893,0.0083641745,0.005448837,0.8182587,0.0042299116,0.04285579,0.048154905,0.0023821315,0.011720215,0.046165332,0.003355703,"GreaterEuropean,British",Non-African
590,149,calendar,1,0.00024875987,0.0008894578,0.05758488,0.00559309,0.012449008,0.44384384,0.003692499,0.10405538,0.06770633,0.0059338235,0.2639157,0.02564685,0.0084403455,"GreaterEuropean,British",Non-African
591,150,callaghan,1,0.0004938383,0.00052881637,0.0041120686,0.00010472567,0.0023293179,0.9528164,0.00022454963,0.0073572667,0.0055168164,0.0010279132,0.018323142,0.0070625953,0.000102514954,"GreaterEuropean,British",Non-African
592,151,cameroon,1,0.0038245171,0.010199262,0.032599807,0.0013058422,0.038743723,0.19788007,0.004559252,0.2698124,0.18453649,0.06536137,0.15697539,0.031310234,0.0028915757,"GreaterEuropean,Jewish",Non-African
593,152,camp,1,0.027989205,0.014271479,0.024083586,0.0026058913,0.09375544,0.5158243,0.02862129,0.080568,0.05986529,0.013749652,0.11069359,0.01251308,0.015459248,"GreaterEuropean,British",Non-African
594,154,carballo,1,0.00037448516,0.0007417879,0.0010060428,0.0024592439,0.003485574,0.04264486,0.0030344003,0.10590601,0.031747587,0.0055047562,0.19196033,0.6084697,0.0026651877,"GreaterEuropean,WestEuropean,Italian",Non-African
595,155,cass,1,0.0042955177,0.0015742724,0.0028776308,0.0060209483,0.03789283,0.66241366,0.014299387,0.18179949,0.052707236,0.008038891,0.0101684015,0.010740254,0.0071715033,"GreaterEuropean,British",Non-African
596,157,castro,1,0.00021384595,0.001234812,0.0011976211,0.00055839797,0.0010807823,0.016189892,0.009767449,0.054822613,0.04361738,0.0026355844,0.80490756,0.063625716,0.00014842767,"GreaterEuropean,WestEuropean,Hispanic",Non-African
